ORIGIN	FID	IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10
Peru	Peru	199612	-0.0268282	0.0105017	-0.0108084	0.00785677	-0.00234494	0.00385188	0.00848498	-0.00781673	0.00984739	0.0153078
Peru	Peru	199613	-0.0192645	0.00593023	-0.0055143	-0.00752517	0.00150601	-0.00925536	0.0104435	-0.00827008	-0.00630743	0.00984678
Peru	Peru	199614	-0.0192901	0.00884537	-0.00820187	0.00245539	6.68E-05	0.00363333	0.00797281	0.021929	-0.00185986	0.0207809
Peru	Peru	199615	-0.013648	0.00745603	-0.00859129	-0.0026009	0.0246519	0.00406796	0.0101589	0.000818245	-0.00697346	0.0111664
Peru	Peru	199616	-0.0294703	0.0122181	-0.0112228	0.00445911	0.0107384	0.00715435	0.014899	-0.0052456	-0.0123076	0.00473481
Peru	Peru	199617	-0.0135041	0.00487431	-0.0100225	0.00127653	0.0092947	-0.0136394	-0.0138228	-0.00286948	0.0072688	0.00475402
Peru	Peru	199618	-0.0110225	0.00642788	-0.00917395	-0.00428767	-0.00679871	0.0132244	-0.0139351	0.00470644	-0.00901166	-0.0131704
Peru	Peru	199619	-0.026227	0.0116061	-0.012282	0.00377609	0.00133035	0.00340007	0.00625967	0.00460516	0.00175654	0.00334376
Peru	Peru	199620	-0.0147187	0.00897134	-0.00474733	-0.00558962	0.00107952	0.00936527	-0.00263518	0.0131652	-0.00590878	0.00110557
Peru	Peru	199621	-0.0274723	0.0127807	-0.0110239	-0.00565646	-0.00941533	-0.0112385	0.00608221	-0.0111995	0.0117834	-0.0141636
Peru	Peru	199622	-0.0130462	-0.00447987	-0.00586311	-0.00739118	0.000586124	-0.000648423	0.00607532	-0.00238366	-0.00958196	0.00950915
Peru	Peru	199623	-0.0173956	0.00926349	-0.00865202	0.00240317	-0.000404852	-0.00134858	0.00130538	0.00198923	0.0113844	-0.00403934
Peru	Peru	199624	-0.025024	0.010075	-0.0117881	-0.00581423	0.00940149	0.00748241	-0.000531375	0.00971171	0.00880668	-0.0208543
Peru	Peru	199625	-0.0278858	0.00919222	-0.0103253	0.00175409	0.00861587	-0.00602174	-0.000662086	-0.00523514	0.0210482	0.0116831
Peru	Peru	199626	-0.0168837	0.00937422	-0.00627089	0.0136709	-0.0100133	0.0149471	-0.0197677	0.0152597	0.0311339	0.00537096
Peru	Peru	199627	-0.0252086	0.0106222	-0.0094161	0.00678772	-0.00557491	-0.0019459	0.00609554	0.00381881	0.0218802	-0.00153663
Peru	Peru	199628	-0.0290503	0.0149338	-0.0133749	0.00633905	-0.017759	-0.00945588	-0.0105063	0.000997113	0.00931497	0.00829469
Peru	Peru	199629	-0.013782	0.0100708	-0.00968787	0.00217226	-0.00932916	0.00212201	0.000605694	0.00687272	-0.00262207	-0.0151569
Peru	Peru	199630	-0.0248561	0.00989529	-0.00934629	1.27E-05	0.0268419	0.00791352	0.0199276	0.0215795	-0.00967884	0.0144252
Peru	Peru	199631	-0.0325407	0.00956239	-0.0127473	0.00818766	-0.00717817	-0.00360641	0.0119821	0.000457321	0.00706517	0.0253532
Peru	Peru	199632	-0.0348507	0.0141584	-0.0138511	0.0123755	0.000957247	-0.00153179	0.00751093	0.00289907	-0.0070511	0.0100852
Peru	Peru	199633	-0.0350269	0.0134627	-0.00848023	0.000692042	0.00994617	0.00966466	0.011134	0.0059191	0.0316917	0.00594577
Peru	Peru	199634	-0.0256121	0.0115896	-0.00838579	0.00298739	-0.00930993	0.000580393	-0.0120488	0.0200865	-0.0198649	-0.0172172
Peru	Peru	199635	-0.0229762	0.00953432	-0.00797965	0.000497594	0.0045473	0.0169094	0.00509674	0.0101152	0.0312979	0.0188697
Peru	Peru	199636	-0.0283744	0.0132262	-0.0126815	0.00418822	0.0120899	-0.000502029	0.013191	-0.0139741	-0.00431815	-0.00670781
Peru	Peru	199637	-0.0228184	0.00630073	-0.00981418	0.00730988	-0.0173971	-0.0105293	-0.0282827	0.00542175	-0.00728205	0.00115199
Peru	Peru	199638	-0.0242255	0.0109834	-0.00644997	0.000296787	-0.00455958	-0.00538438	0.0100162	-0.00356293	-0.00671954	0.0099012
Peru	Peru	199639	-0.0183539	0.00693405	-0.0158058	-0.00122818	-0.00881488	-0.00428106	0.00863942	-0.0127359	-0.0130395	0.0248653
Peru	Peru	199640	-0.0328493	0.0150267	-0.0144019	0.0128241	0.0229177	-0.0183546	0.000972939	-0.00895552	0.00175126	-0.00424378
Peru	Peru	199641	-0.0148496	0.0101818	-0.00632313	-0.00609467	0.011331	0.00365607	0.0121806	-0.0203134	0.00867547	-0.00742565
Peru	Peru	199642	-0.0266524	0.00783085	-0.0098374	0.00736886	0.0020958	0.0067167	-0.00723697	0.0071786	-0.00336524	0.00214366
Peru	Peru	199643	-0.023382	0.00418865	-0.0118936	0.00407717	-0.0146764	0.00570161	-0.000239146	-0.00933362	-0.0134876	-0.00400366
Peru	Peru	199644	-0.0171207	0.0102307	-0.0117051	-0.00168985	-0.0185096	-0.00569686	-0.0111451	-0.00609523	-0.00540816	-0.00838266
Peru	Peru	199645	-0.0198506	0.00813565	-0.00874154	0.0125321	0.0185546	0.00822407	-0.031997	0.036682	0.0106428	0.0133186
Peru	Peru	199646	-0.0220915	-0.00408661	-0.00314996	0.00510649	-0.0193101	-0.0175666	-0.00386472	-0.0167696	0.0145402	-0.00498248
Peru	Peru	199647	-0.0264458	0.0133642	-0.00920251	0.0081155	0.0127791	0.00775834	0.0158546	0.00186499	0.0213146	0.0226124
Peru	Peru	199648	-0.0205557	0.0100713	-0.00969603	0.00495611	0.010857	0.0121342	0.0101259	0.00249072	0.00255946	-0.0143355
Peru	Peru	199649	-0.0287766	0.011919	-0.0118231	-0.00696623	-0.00604121	-0.0115354	0.0115923	-0.00660509	-0.000375117	0.00744828
Peru	Peru	199650	-0.0207805	0.011389	-0.0044493	-0.000129652	-0.0118892	0.00439823	0.00830845	0.00194414	-0.0184477	0.00394368
Peru	Peru	199651	-0.00998333	0.0063172	-0.00790691	-0.00196397	0.0169575	0.0127617	0.0160333	0.00602911	-0.0230642	0.020258
Peru	Peru	199652	-0.0235077	0.0121599	-0.0118844	-0.000954998	0.00647166	0.00801772	0.00974224	-0.00699806	0.0340755	0.000902055
Peru	Peru	199653	-0.0123308	0.00419141	-0.00886098	-0.00708121	0.00313916	-0.00513721	0.00418585	0.0122028	-0.0011134	0.0106569
Peru	Peru	199654	-0.0168118	0.00600273	-0.00782761	0.00713723	-0.00381713	0.00399423	-0.00535436	0.0186611	0.00375245	-0.0155906
Peru	Peru	199655	-0.0236215	0.00986666	-0.00778216	-0.00271085	0.0106416	0.00981712	-0.00211667	0.00388695	-0.00274861	-5.92E-05
Peru	Peru	199656	-0.0180194	0.00592563	-0.00900782	-0.00388269	-0.0161086	0.00332127	-0.0206849	0.0223645	-0.0135866	-0.0317693
Peru	Peru	199657	-0.0328976	0.0137159	-0.0115459	0.00128047	-0.00423972	-0.00833012	0.000179025	-0.00977034	0.0135069	-0.0198091
Peru	Peru	199658	-0.0250786	0.0088933	-0.0104741	-0.00767799	0.00519523	-0.00441383	0.0171548	-0.00676763	0.00193485	-0.0196047
Peru	Peru	199659	-0.014905	0.00747087	-0.00656235	0.00963031	0.0625054	0.00551717	-0.0120262	0.0061942	-0.013642	0.0116193
Peru	Peru	199660	-0.0244336	0.0109274	-0.0132464	0.00202173	-0.00017625	0.00581166	-0.00855375	0.0284859	-0.00664801	-0.00842267
Peru	Peru	199661	-0.0327275	0.0127686	-0.0093447	0.00737309	-0.00342904	-0.00483725	0.0105814	-0.0157855	0.0147992	0.00805747
Peru	Peru	199662	-0.0357979	0.0109982	-0.0120975	0.00614041	0.00719786	-0.00140785	0.000693664	-0.0142968	-0.0102377	0.00503574
Peru	Peru	199663	-0.0329809	0.0123728	-0.0128853	0.00477183	0.0057139	0.00699957	0.00990025	0.00620525	0.00575402	-0.0244264
Peru	Peru	199664	-0.0320488	0.0109458	-0.0116743	0.00952246	0.0101873	-0.00862714	-0.00103415	0.00146827	-0.00872059	0.0101804
Peru	Peru	199665	-0.024929	0.014268	-0.0118494	0.00544484	0.0144844	-0.0164775	-0.0264564	-0.014841	-0.00559243	-0.0015075
Peru	Peru	199666	-0.0255859	0.0105477	-0.0124298	0.00168401	-0.0138732	-0.0195444	0.0114595	-0.00943615	-0.020473	-0.00354528
Peru	Peru	199667	-0.0318492	0.0131398	-0.0128416	0.00645727	-0.007692	-0.00239013	0.00428803	0.00429644	0.00241229	-0.00299411
Peru	Peru	199668	-0.0295255	0.012386	-0.0110784	0.00032666	0.000170891	-0.0026142	0.0218959	-0.0117937	0.0174614	-0.0027333
Peru	Peru	199669	-0.0316645	0.0119783	-0.0141715	0.0197417	0.000887137	0.00309764	-0.000413277	0.0142604	0.0359843	0.0187138
Peru	Peru	199670	-0.0271423	0.0130334	-0.0146155	0.0103007	-0.010858	0.00275987	0.00428502	-0.0228866	0.00758428	0.0273175
Peru	Peru	199671	-0.0343554	0.0116917	-0.0130326	0.00480478	0.00169645	-0.00627864	0.00617659	0.00269371	-0.00773031	-0.0332492
Peru	Peru	199672	-0.0336524	0.00967048	-0.0116613	0.00555181	0.00567597	0.00268263	0.0117668	0.0121888	0.000290157	-0.0103408
Peru	Peru	199673	-0.0325679	0.0110879	-0.0106317	0.00618473	0.00741273	-0.00405178	0.00136719	0.00345883	-0.00384543	0.00230817
Peru	Peru	199674	-0.026686	0.0108962	-0.0115666	0.0063226	0.0276778	0.0164407	0.0295545	-0.00383441	0.0116225	0.00494859
Peru	Peru	199675	-0.0235281	0.0099559	-0.00996965	0.00125623	0.0103933	0.0104444	0.0203513	0.00285431	-0.0058455	0.0159996
Peru	Peru	199676	-0.0280264	0.00891338	-0.0144845	-0.00417898	0.0210953	0.0136004	0.0196298	0.00990218	0.00963542	-0.0204325
Peru	Peru	199677	-0.0342151	0.0122052	-0.0145146	0.00449555	-0.00680717	-0.00651251	0.00162805	-0.0126837	0.0130334	-0.00952348
Peru	Peru	199678	-0.0287685	0.0130061	-0.0121617	0.00100847	0.0161749	-0.0113777	0.0123839	-0.0168903	0.0240858	0.0113773
Peru	Peru	199679	-0.0317254	0.0103357	-0.0148205	0.00596444	-0.00257083	-0.00656899	0.0137764	0.00674848	-0.0091761	0.0349795
Peru	Peru	199680	-0.0168676	0.0110247	-0.00761683	-0.00519399	0.0119689	0.00795934	0.00187364	0.00219061	-0.00391483	-0.0126582
Peru	Peru	199681	-0.0356857	0.0137547	-0.0129003	0.00389873	0.00035904	-0.00690946	0.00530481	0.00472436	0.0122714	-0.0136764
Peru	Peru	199682	-0.033889	0.0116268	-0.0138738	0.00336408	-0.00830338	-0.00943474	0.00728569	-0.00539193	-0.0123508	-0.00423486
Peru	Peru	199683	-0.0368422	0.0149441	-0.0122161	0.00475746	0.0127463	-0.00584551	-0.00253333	-0.0113367	0.0138205	-0.0343279
Peru	Peru	199684	-0.0366432	0.0144897	-0.0141261	0.000571971	-0.00768287	0.00285419	-0.00478128	0.00541103	0.00743509	-0.00127234
Peru	Peru	199685	-0.0374798	0.0137333	-0.0107596	0.00832938	-0.00821911	-0.0153295	0.000615585	0.00114276	-0.00193986	0.0124006
Peru	Peru	199686	-0.0221071	0.00913652	0.000801072	0.00292562	0.00714399	-0.00329137	-0.0042543	0.00960023	0.00852254	-0.015018
Peru	Peru	199687	-0.0313572	0.00857213	-0.0105072	0.00155344	-0.00607392	-0.00140187	0.00070081	0.0166367	-0.0100905	-0.00258143
Peru	Peru	199688	-0.0372459	0.0115356	-0.0113565	0.0066774	0.00503025	-0.00452812	0.0132365	-0.00270575	0.00512095	-0.0161237
Peru	Peru	199689	-0.0371157	0.0123866	-0.012675	0.0122785	0.00391948	-0.00867984	-0.000107003	-0.0214466	0.0101516	0.0104313
Peru	Peru	199690	-0.0203752	0.00727612	-0.00860611	0.00253093	-0.00535983	-0.0132832	0.00407344	-0.0194695	0.0104317	0.0151504
Peru	Peru	199691	-0.0333128	0.0121635	-0.0138011	0.0034283	0.0179528	-0.0125368	0.0137725	0.00756253	-0.00285775	-0.0392771
Peru	Peru	199692	-0.0325516	0.0125745	-0.010932	0.0081733	0.0366654	-0.017767	-0.0180634	0.00694388	0.0002785	-0.0144511
Peru	Peru	199693	-0.0265885	0.0129445	-0.0126811	0.00506541	0.0118279	0.013906	0.00746284	-0.00790777	0.0103358	-0.0109182
Peru	Peru	199694	-0.0315653	0.0120541	-0.0127038	0.0139528	-0.00387752	-0.00152944	-0.00123158	0.00755912	0.0145425	-0.00270459
Peru	Peru	199695	-0.0384129	0.0109369	-0.0118881	-0.000150039	-0.0135976	-0.00627003	0.00334464	0.00982484	-0.0201295	-0.0190658
Peru	Peru	199696	-0.0278052	0.011356	-0.00817497	0.00891682	0.0195921	-0.0212374	-0.00918696	-0.0179125	-0.00467198	0.0134657
Peru	Peru	199697	-0.0236557	0.0104965	-0.00956189	-0.00429792	-0.00223916	0.0020686	-0.00309023	0.00500165	0.0137813	-0.027161
Peru	Peru	199698	-0.028685	0.0101859	-0.0105383	0.00752259	0.0139504	0.0217871	0.015145	0.0126548	0.0189749	-0.0230982
Peru	Peru	199699	-0.026403	0.0110656	-0.00851333	0.00151918	-0.00241679	-0.00623527	0.0113201	0.00382739	-0.0037424	0.00398202
Peru	Peru	199700	-0.035824	0.0141749	-0.0105602	-0.000302003	-0.00626317	-0.00593168	0.0137433	0.00674467	-0.0184212	9.80E-05
Peru	Peru	199701	-0.0204079	0.0122721	-0.00615015	-0.00273279	-0.00758349	-0.00633663	0.0101963	-0.00801568	-0.00487863	0.031645
Peru	Peru	199702	-0.0362244	0.0137639	-0.0136269	0.00688087	-0.0133108	-0.00224787	-0.0132483	0.012481	-0.0163042	-0.0363842
Peru	Peru	199703	-0.0105796	-0.00767758	-0.0110524	-0.000465352	0.00748724	0.00568399	-0.0119108	-0.000469327	-0.00292055	-0.0222039
Peru	Peru	199704	-0.0339413	0.0128266	-0.0102695	0.0101484	0.00710399	-0.00563145	0.00264168	-0.00658471	-0.0152124	0.00684262
Peru	Peru	199705	-0.0318535	0.0115308	-0.0109643	0.00367319	-0.0238773	-0.0059692	-0.00273419	-0.0192965	-0.0174003	-0.00233938
Peru	Peru	199706	-0.0369713	0.0125124	-0.0155381	0.0122593	0.006092	-0.0195406	0.00255885	0.000239061	0.00551945	-0.0198739
Peru	Peru	199707	-0.0359546	0.0128306	-0.0137379	0.00370773	-0.0114972	0.00479209	-0.00199747	-0.0201799	0.0148113	-0.0144854
Peru	Peru	199708	-0.0275485	0.00747651	-0.00988888	-0.00227452	-0.0205224	-0.00957124	-0.00446947	0.000347636	-0.0274625	-0.0132155
Peru	Peru	199709	-0.0372912	0.0107564	-0.0145381	0.00114585	-0.0117772	-0.00535387	0.00931339	-0.0015991	-0.0266155	0.00690202
Peru	Peru	199710	-0.0276713	0.0104719	-0.00982321	0.000125535	-0.014754	-0.0154891	0.0220546	-0.0127235	-0.0112139	0.0141884
Peru	Peru	199711	-0.0316961	0.0125481	-0.00926327	0.00108325	-0.0148652	-0.0197878	0.00508697	-0.00397573	0.0136854	0.0138677
Peru	Peru	199712	-0.01918	0.0087539	-0.00743805	0.00464886	0.0166541	0.0113486	-0.00120138	0.0111796	0.0154307	0.0164283
Peru	Peru	199713	-0.0366745	0.0127422	-0.011764	0.0101226	-0.0182521	-0.00288512	-0.0160311	0.00119723	-0.00394715	-0.0164065
Peru	Peru	199714	-0.0327512	0.0145253	-0.0143413	-0.00318932	-0.0125097	-0.0127594	0.00471838	0.000419739	-0.000504612	-0.0241035
Peru	Peru	199715	-0.0237826	0.0121075	-0.00997901	0.00405212	0.0079967	-0.00234676	0.00123706	-0.00898855	0.00993227	-0.0357785
Peru	Peru	199716	-0.0279113	0.0119536	-0.011788	0.00576577	-0.0021022	-0.0101974	-0.011751	0.00673927	-0.00379716	-0.0359804
Peru	Peru	199717	-0.0228524	0.00770115	-0.000343547	-0.000945136	-0.0105203	-0.00478698	0.00421755	0.00321651	0.00272245	-0.0332139
Peru	Peru	199718	-0.0354816	0.0126279	-0.0117918	0.0027936	0.00551447	-0.00886819	0.00120116	-0.0141109	0.0127019	-0.0190394
Peru	Peru	199719	-0.0287663	0.0125705	-0.0142257	0.000164396	-0.00154307	0.00188514	0.00380051	0.00883865	0.00612407	-0.0294247
Peru	Peru	199720	-0.0328164	0.014426	-0.00811998	0.0103255	0.00850159	-0.0107739	-0.00694023	-0.0211592	0.0174202	-0.0274786
Peru	Peru	199721	-0.0266416	0.0130147	-0.0119502	0.0159524	0.014703	-0.00331915	-0.0316441	0.0126586	0.0225193	0.00884368
Peru	Peru	199722	-0.0315031	0.014012	-0.00856249	0.00842348	0.0156483	-0.0093354	0.01479	-0.000372595	0.000219292	-0.0280325
Peru	Peru	199723	-0.0295418	0.00817982	-0.0113742	0.0016595	-0.0125314	-0.0104061	0.00150326	0.00742651	-0.0217538	-0.0132646
Peru	Peru	199724	-0.0364108	0.0162847	-0.0138187	0.00377275	-0.0224548	-0.0145705	-0.020159	0.000200817	-0.00667637	-0.0230781
Peru	Peru	199725	-0.0236936	0.00802649	-0.0110803	0.00509108	-0.00899886	0.00252408	0.0249062	0.000307432	-0.00944355	0.00930696
Peru	Peru	199727	-0.0272952	0.0119791	-0.0136682	0.00840773	0.00688999	0.0111604	0.001563	0.0235591	0.00497862	0.00179992
Peru	Peru	199728	-0.0370038	0.0128464	-0.0133964	0.00557366	0.00483454	-0.00321261	-0.00159198	-0.000703472	0.00983615	-0.0213793
Peru	Peru	199729	-0.0233707	0.00685986	-0.0145279	0.00652474	-0.00388041	0.00578739	0.000170407	-0.000744747	0.00605846	0.00395124
Peru	Peru	199730	-0.0362766	0.013836	-0.0138251	0.0042667	0.00257735	-0.00940656	-0.0109013	0.00316835	0.00677203	-0.00837249
Peru	Peru	199731	-0.0364119	0.0141117	-0.00841862	0.007911	0.00190631	0.00364099	-0.0123281	0.0140606	-0.0152922	-0.0406543
Peru	Peru	199733	-0.0161235	-0.0116175	-0.0109258	0.00619688	-0.00202826	-0.00379769	-0.00327078	0.0190134	-0.00620171	0.00280376
Peru	Peru	199734	-0.0269086	0.0158617	-0.00965213	0.00546515	0.0153639	0.00454919	0.0080986	-0.00805975	0.0241804	0.0150982
Peru	Peru	199735	-0.036832	0.0102667	-0.0118443	0.009923	-0.00326468	-0.00319727	0.00750705	0.0125588	-0.00810905	-0.000367434
Peru	Peru	199736	-0.0177296	0.00942253	-0.0115522	-0.000138703	0.0390238	0.0268221	0.0302096	0.0203142	-0.00117606	0.0180897
Peru	Peru	199737	-0.0221249	0.00918468	-0.00849716	0.0062438	0.00644033	0.00197546	0.00231222	0.00499197	0.0112679	-0.0181755
Peru	Peru	199738	-0.0332468	0.0122826	-0.0117851	0.0100482	-0.0133744	-0.0179089	0.00830092	-0.0018915	0.00123936	0.014904
Peru	Peru	199739	-0.0303816	0.0143962	-0.0127071	0.000102293	0.0080072	0.00490809	0.0139886	-0.00442882	0.0132126	-0.00382551
Peru	Peru	199740	-0.0310692	0.0136443	-0.0116251	0.00803541	0.00520449	0.00250294	-0.000143146	0.0151141	-0.000447125	-0.00750557
Peru	Peru	199741	-0.0319662	0.0123887	-0.0122682	0.00433515	-0.00443811	-0.0117757	0.0227406	-0.00701188	0.00611619	0.00982215
Peru	Peru	199742	-0.0289469	0.00869946	-0.012594	0.0124233	-0.00866737	-0.0138808	-0.0106437	0.0159953	0.0221807	0.0242494
Peru	Peru	199743	-0.0267017	0.0115281	-0.0108015	0.00423136	0.0180729	0.00149488	-0.00524052	-0.0100803	0.0123677	-0.00443103
Peru	Peru	199744	-0.0261684	0.0132326	-0.00866768	0.00374627	-0.00584223	-0.00244629	0.0194179	0.00200602	-0.00769656	0.0352674
Peru	Peru	199745	-0.0203167	0.00624567	-0.00849511	0.00209891	-0.00966	-0.00130778	-0.0156354	-0.0131277	-0.00932034	0.000640845
Peru	Peru	199746	-0.033286	0.01407	-0.00925852	-0.000819292	0.0102428	0.00884741	0.00395152	-0.00243917	-0.00622049	-0.0201482
Peru	Peru	199747	-0.0338019	0.014472	-0.0108534	0.00177011	0.0131259	-0.00115907	0.0152058	-0.0153968	0.00549767	-0.0259402
Peru	Peru	199748	-0.0348637	0.0110041	-0.0134197	0.00349287	-0.0118399	-0.00508029	0.00370687	-0.0115814	-0.0354264	0.0159834
Peru	Peru	199749	-0.0221725	0.00929623	-0.00728302	0.00898281	0.00346357	0.000340284	0.0133774	-0.0179405	0.0401773	0.0111878
Peru	Peru	199750	-0.0318905	0.0123162	-0.0127037	0.00428211	-0.0146033	-0.00311113	0.0170079	-0.00986099	-0.00338105	-0.0186431
Peru	Peru	199751	-0.0296724	0.0106374	-0.0119501	0.00904175	-0.00412447	0.00786421	-0.00266382	0.0287863	0.0179025	-0.00632669
Peru	Peru	199753	-0.0277051	0.00973761	-0.00944039	-0.002559	-0.00430153	-0.0098784	0.00867584	-0.00503069	-0.0173453	0.0131611
Peru	Peru	199754	-0.0312784	0.0118802	-0.0152184	0.00713641	0.00318817	-0.0203549	-0.00377339	-0.00168032	-0.00481873	-0.00473941
Peru	Peru	199755	-0.0246051	0.0102713	-0.00199661	0.0134878	0.0109448	0.00924643	-0.0145667	0.00630464	0.00455455	-0.00365619
Peru	Peru	199756	-0.0292356	0.00976817	-0.0103019	0.00716749	0.00879388	6.81E-05	0.00923821	-0.015869	0.0171021	-0.0285194
Peru	Peru	199758	-0.0269877	0.012349	-0.00974232	0.0057245	-0.0122231	-0.014086	0.0128743	-0.0320705	0.0216319	0.00542399
Peru	Peru	199759	-0.0273183	0.0123625	-0.0113247	-0.00923326	-0.00447106	-0.00612257	0.00861528	-0.0070573	-0.019236	-0.00917497
Peru	Peru	199760	-0.033012	0.0116894	-0.011919	0.00512993	-0.00282316	-0.0134286	-0.000303583	-0.00186387	0.0200923	-0.0191385
Peru	Peru	199761	-0.0365512	0.00918002	-0.0131822	0.00946615	-0.00262933	-0.0132094	0.00814966	-0.000666713	0.000963334	0.0165384
Peru	Peru	199764	-0.0338837	0.0110583	-0.0141268	0.00553967	-0.00464138	-0.00409482	0.00572085	0.0111586	-0.00755283	-0.0209589
Peru	Peru	199765	-0.029721	0.00988073	-0.0139146	-0.0024299	0.00936745	0.00272536	0.0276908	0.00720257	0.0150511	-0.00599447
Peru	Peru	199766	-0.0329714	0.0135012	-0.0116451	0.0104814	0.00330835	-0.0110575	0.00908176	-0.0168482	0.00372254	0.012061
Peru	Peru	199767	-0.0367705	0.0123523	-0.0130913	0.0115817	0.0170897	0.000503593	0.00132187	0.00749763	0.00116257	-0.0128651
Peru	Peru	199768	-0.0220561	0.00421481	-0.0114528	0.00085645	-0.0163754	-0.00276353	-0.00859863	0.0151744	0.0010867	-0.0241624
Peru	Peru	199769	-0.0300634	0.00583479	-0.0145658	-0.00120949	0.00447624	-0.00939438	0.00727501	0.0186762	-0.0107149	0.024084
Peru	Peru	199770	-0.0119134	0.000887645	-0.0120264	-0.00308293	-0.00195828	0.00814411	0.00773525	0.0102235	0.00565206	0.0287502
Peru	Peru	199771	-0.0323265	0.0126722	-0.0122015	0.00300354	-0.00125393	-0.0110189	0.0104511	-0.0160072	0.0324575	0.00798069
Peru	Peru	199772	-0.0341199	0.0142438	-0.0118676	0.000314766	-0.00557403	-0.00795744	0.0141809	0.00491948	-0.00715105	-0.0120534
Peru	Peru	199773	-0.034408	0.0112134	-0.00860511	-0.000700484	-0.013881	-0.00301562	0.00120604	0.00118999	-0.0135982	-0.0193202
Peru	Peru	199774	-0.0331427	0.0161715	-0.012319	0.00381271	0.00714743	-0.00991029	0.00932147	-0.00198715	0.0153101	-0.0225807
Peru	Peru	199775	-0.033013	0.0137159	-0.0158043	-0.0013249	-0.0147681	-0.0274701	0.00652926	-0.00787287	-0.00722147	0.0020572
Peru	Peru	199776	-0.0257909	0.00918203	-0.00876935	0.00643474	-0.013796	-0.00248321	-0.00533828	-0.00677903	0.0174212	-0.0181295
Peru	Peru	199777	-0.0294578	0.0136834	-0.013603	0.000664711	0.00768406	0.00211067	-0.00426592	0.00686852	0.000464816	-0.00029886
Uruguay	Uruguay	199778	-0.00421803	0.00809946	-0.00681886	-0.00722554	-0.0021828	-0.00399602	0.00788855	-0.0196089	-0.038933	0.00538901
Peru	Peru	199779	-0.0292608	0.00997967	-0.015979	0.00143947	-0.00353774	-0.00558808	0.00975514	-0.0350017	0.0301084	0.0176421
Peru	Peru	199780	-0.0156304	0.00741265	-0.00951922	-0.00850893	-0.0181066	-0.00904889	-0.00885945	-0.000620233	-0.0289624	0.0152124
Peru	Peru	199781	-0.0208731	0.0110009	-0.0114658	-0.00294708	-0.0213938	-0.0140388	0.0108083	-0.0188517	-0.00395108	-0.0150383
Peru	Peru	199782	-0.0245593	0.00941714	-0.00945797	0.00110999	-0.000309574	-0.00342365	0.0046975	-0.0158441	0.0119509	-0.00309496
Peru	Peru	199783	-0.0104871	0.00953772	-0.00614845	0.00613612	-0.0142947	0.00312315	-0.00523205	-0.000881151	-0.0086601	0.0226678
Uruguay	Uruguay	199784	-0.00355574	0.00843344	-0.00220606	-0.0180801	0.00566827	0.0153248	0.000863785	0.0302013	-0.0143076	-0.00171975
Peru	Peru	199785	-0.031299	0.0131935	-0.0131984	0.00832738	0.0144693	0.00524257	0.0076104	0.00265905	0.0343387	-0.00628069
Peru	Peru	199786	-0.0312448	0.0113222	-0.0148484	0.00238628	0.00769668	0.00715557	0.0150837	0.0113356	0.00208743	-0.000829081
Peru	Peru	199788	-0.0332173	0.0141053	-0.015391	0.000646965	-0.0139991	-0.00178483	-0.0016015	-0.0038054	-0.00983231	-0.021167
